Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,ODDS1,ODDSX,ODDS2,Season
2016-08-13,Hull,Leicester,2,1,H,4.59,3.43,1.91,2016
2016-08-13,Southampton,Watford,1,1,D,1.79,3.68,4.91,2016
2016-08-13,Middlesbrough,Stoke,1,1,D,2.23,3.23,3.61,2016
2016-08-13,Everton,Tottenham,1,1,D,3.55,3.39,2.19,2016
2016-08-13,Crystal Palace,West Brom,0,1,A,2.18,3.16,3.87,2016
2016-08-13,Burnley,Swansea,0,1,A,2.74,3.15,2.83,2016
2016-08-14,Manchester City,Sunderland,2,1,H,1.25,6.29,13.63,2016
2016-08-14,Bournemouth,Manchester Utd,1,3,A,5.35,3.57,1.77,2016
2016-08-15,Arsenal,Liverpool,3,4,A,2.73,3.34,2.71,2016
2016-08-16,Chelsea,West Ham,2,1,H,1.52,4.31,7.01,2016
2016-08-20,Manchester Utd,Southampton,2,0,H,1.53,4.19,7.04,2016
2016-08-20,Stoke,Manchester City,1,4,A,6.13,4.2,1.58,2016
2016-08-20,West Brom,Everton,1,2,A,3.0,3.17,2.6,2016
2016-08-20,Watford,Chelsea,1,2,A,5.96,3.81,1.66,2016
2016-08-20,Tottenham,Crystal Palace,1,0,H,1.45,4.6,7.86,2016
2016-08-20,Swansea,Hull,0,2,A,1.85,3.47,4.91,2016
2016-08-20,Burnley,Liverpool,2,0,H,6.99,4.29,1.52,2016
2016-08-21,Leicester,Arsenal,0,0,D,2.78,3.48,2.59,2016
2016-08-21,Sunderland,Middlesbrough,1,2,A,2.75,3.06,2.92,2016
2016-08-22,West Ham,Bournemouth,1,0,H,2.41,3.27,3.19,2016
2016-08-27,Tottenham,Liverpool,1,1,D,2.6,3.36,2.84,2016
2016-08-27,Watford,Arsenal,1,3,A,5.81,3.98,1.64,2016
2016-08-27,Southampton,Sunderland,1,1,D,1.48,4.52,7.33,2016
2016-08-27,Leicester,Swansea,2,1,H,1.68,3.91,5.55,2016
2016-08-27,Everton,Stoke,1,0,H,1.67,4.05,5.31,2016
2016-08-27,Crystal Palace,Bournemouth,1,1,D,2.23,3.28,3.55,2016
2016-08-27,Chelsea,Burnley,3,0,H,1.25,6.14,14.55,2016
2016-08-28,Hull,Manchester Utd,0,1,A,8.52,4.48,1.44,2016
2016-08-28,West Brom,Middlesbrough,0,0,D,2.59,3.06,3.11,2016
2016-08-29,Manchester City,West Ham,3,1,H,1.27,6.35,11.73,2016
2016-09-10,Manchester Utd,Manchester City,1,2,A,2.38,3.1,3.42,2016
2016-09-10,West Ham,Watford,2,4,A,1.88,3.57,4.45,2016
2016-09-10,Stoke,Tottenham,0,4,A,4.23,3.58,1.91,2016
2016-09-10,Middlesbrough,Crystal Palace,1,2,A,2.39,3.15,3.29,2016
2016-09-10,Burnley,Hull,1,1,D,2.56,3.09,3.12,2016
2016-09-10,Bournemouth,West Brom,1,0,H,2.11,3.18,4.03,2016
2016-09-10,Arsenal,Southampton,2,1,H,1.62,3.97,6.0,2016
2016-09-11,Liverpool,Leicester,4,1,H,1.67,3.98,5.45,2016
2016-09-12,Swansea,Chelsea,2,2,D,6.17,4.1,1.58,2016
2016-09-13,Sunderland,Everton,0,3,A,3.65,3.38,2.15,2016
2016-09-17,Chelsea,Liverpool,1,2,A,2.18,3.53,3.49,2016
2016-09-17,West Brom,West Ham,4,2,H,2.82,3.22,2.74,2016
2016-09-17,Manchester City,Bournemouth,4,0,H,1.25,6.64,12.4,2016
2016-09-17,Leicester,Burnley,3,0,H,1.47,4.52,7.62,2016
2016-09-17,Hull,Arsenal,1,4,A,5.93,4.12,1.62,2016
2016-09-18,Everton,Middlesbrough,3,1,H,1.65,3.87,6.09,2016
2016-09-18,Watford,Manchester Utd,3,1,H,6.36,4.23,1.58,2016
2016-09-18,Southampton,Swansea,1,0,H,1.67,3.9,5.69,2016
2016-09-18,Crystal Palace,Stoke,4,1,H,2.11,3.4,3.84,2016
2016-09-19,Tottenham,Sunderland,1,0,H,1.33,5.49,10.33,2016
2016-09-24,Manchester Utd,Leicester,4,1,H,1.7,3.89,5.51,2016
2016-09-24,Swansea,Manchester City,1,3,A,9.13,5.64,1.34,2016
2016-09-24,Sunderland,Crystal Palace,2,3,A,2.58,3.26,2.98,2016
2016-09-24,Stoke,West Brom,1,1,D,2.3,3.34,3.39,2016
2016-09-24,Middlesbrough,Tottenham,1,2,A,3.97,3.39,2.07,2016
2016-09-24,Liverpool,Hull,5,1,H,1.25,6.63,12.82,2016
2016-09-24,Bournemouth,Everton,1,0,H,3.38,3.44,2.25,2016
2016-09-25,Arsenal,Chelsea,3,0,H,2.41,3.45,3.07,2016
2016-09-26,West Ham,Southampton,0,3,A,3.04,3.38,2.47,2016
2016-09-27,Burnley,Watford,2,0,H,3.28,3.19,2.43,2016
2016-10-01,Everton,Crystal Palace,1,1,D,1.73,3.95,5.11,2016
2016-10-01,Swansea,Liverpool,1,2,A,7.38,5.03,1.44,2016
2016-10-01,West Ham,Middlesbrough,1,1,D,2.05,3.45,3.96,2016
2016-10-01,Watford,Bournemouth,2,2,D,2.48,3.29,3.1,2016
2016-10-01,Sunderland,West Brom,1,1,D,2.51,3.18,3.16,2016
2016-10-01,Hull,Chelsea,0,2,A,7.65,4.77,1.45,2016
2016-10-02,Manchester Utd,Stoke,1,1,D,1.31,5.69,11.38,2016
2016-10-02,Tottenham,Manchester City,2,0,H,3.03,3.43,2.44,2016
2016-10-02,Leicester,Southampton,0,0,D,2.5,3.31,3.04,2016
2016-10-03,Burnley,Arsenal,0,1,A,9.47,5.28,1.36,2016
2016-10-15,Chelsea,Leicester,3,0,H,1.56,4.25,6.44,2016
2016-10-15,West Brom,Tottenham,1,1,D,5.44,3.8,1.71,2016
2016-10-15,Stoke,Sunderland,2,0,H,1.92,3.55,4.39,2016
2016-10-15,Manchester City,Everton,1,1,D,1.51,4.62,6.59,2016
2016-10-15,Bournemouth,Hull,6,1,H,1.78,3.72,5.01,2016
2016-10-15,Arsenal,Swansea,3,2,H,1.23,6.76,13.69,2016
2016-10-16,Crystal Palace,West Ham,0,1,A,2.21,3.39,3.54,2016
2016-10-16,Middlesbrough,Watford,0,1,A,2.29,3.25,3.5,2016
2016-10-17,Southampton,Burnley,3,1,H,1.36,5.01,10.42,2016
2016-10-18,Liverpool,Manchester Utd,0,0,D,2.24,3.35,3.54,2016
2016-10-22,Bournemouth,Tottenham,0,0,D,4.28,3.64,1.92,2016
2016-10-22,West Ham,Sunderland,1,0,H,1.67,3.99,5.54,2016
2016-10-22,Swansea,Watford,0,0,D,2.45,3.31,3.13,2016
2016-10-22,Leicester,Crystal Palace,3,1,H,1.99,3.42,4.29,2016
2016-10-22,Hull,Stoke,0,2,A,3.03,3.28,2.55,2016
2016-10-22,Burnley,Everton,2,1,H,5.88,3.74,1.69,2016
2016-10-22,Arsenal,Middlesbrough,0,0,D,1.27,6.17,12.89,2016
2016-10-23,Liverpool,West Brom,2,1,H,1.29,5.88,11.6,2016
2016-10-23,Manchester City,Southampton,1,1,D,1.48,4.55,7.75,2016
2016-10-24,Chelsea,Manchester Utd,4,0,H,2.21,3.24,3.72,2016
2016-10-29,Sunderland,Arsenal,1,4,A,7.95,4.74,1.44,2016
2016-10-29,West Brom,Manchester City,0,4,A,7.61,4.63,1.47,2016
2016-10-29,Watford,Hull,1,0,H,1.73,3.71,5.51,2016
2016-10-29,Tottenham,Leicester,1,1,D,1.63,4.13,5.86,2016
2016-10-29,Middlesbrough,Bournemouth,2,0,H,2.51,3.14,3.2,2016
2016-10-29,Manchester Utd,Burnley,0,0,D,1.24,6.25,15.39,2016
2016-10-30,Crystal Palace,Liverpool,2,4,A,4.93,3.99,1.74,2016
2016-10-30,Everton,West Ham,2,0,H,1.87,3.74,4.43,2016
2016-10-31,Southampton,Chelsea,0,2,A,3.17,3.34,2.41,2016
2016-11-01,Stoke,Swansea,3,1,H,2.06,3.53,3.85,2016
2016-11-06,West Ham,Stoke,1,1,D,2.01,3.53,3.97,2016
2016-11-06,Manchester City,Middlesbrough,1,1,D,1.22,7.16,15.02,2016
2016-11-06,Burnley,Crystal Palace,3,2,H,3.48,3.25,2.3,2016
2016-11-06,Bournemouth,Sunderland,1,2,A,1.62,4.27,5.63,2016
2016-11-06,Chelsea,Everton,5,0,H,1.5,4.54,7.19,2016
2016-11-06,Arsenal,Tottenham,1,1,D,1.95,3.56,4.21,2016
2016-11-06,Liverpool,Watford,6,1,H,1.28,6.09,12.43,2016
2016-11-06,Hull,Southampton,2,1,H,5.7,3.76,1.7,2016
2016-11-07,Swansea,Manchester Utd,1,3,A,5.32,3.92,1.7,2016
2016-11-07,Leicester,West Brom,1,2,A,1.73,3.67,5.69,2016
2016-11-19,Manchester Utd,Arsenal,1,1,D,2.46,3.26,3.13,2016
2016-11-20,Watford,Leicester,2,1,H,2.96,3.33,2.54,2016
2016-11-20,Sunderland,Hull,3,0,H,2.25,3.29,3.53,2016
2016-11-20,Stoke,Bournemouth,0,1,A,2.15,3.46,3.61,2016
2016-11-20,Southampton,Liverpool,0,0,D,3.16,3.45,2.35,2016
2016-11-20,Everton,Swansea,1,1,D,1.57,4.36,6.07,2016
2016-11-20,Crystal Palace,Manchester City,1,2,A,6.79,4.93,1.47,2016
2016-11-20,Tottenham,West Ham,3,2,H,1.55,4.39,6.39,2016
2016-11-21,Middlesbrough,Chelsea,0,1,A,6.99,4.45,1.51,2016
2016-11-22,West Brom,Burnley,4,0,H,1.91,3.35,4.78,2016
2016-11-26,Burnley,Manchester City,1,2,A,12.33,6.83,1.24,2016
2016-11-27,Swansea,Crystal Palace,5,4,H,2.66,3.29,2.84,2016
2016-11-27,Liverpool,Sunderland,2,0,H,1.18,8.52,16.01,2016
2016-11-27,Leicester,Middlesbrough,2,2,D,1.91,3.46,4.57,2016
2016-11-27,Hull,West Brom,1,1,D,2.83,3.11,2.8,2016
2016-11-27,Chelsea,Tottenham,2,1,H,1.71,3.87,5.37,2016
2016-11-27,Watford,Stoke,0,1,A,2.28,3.3,3.47,2016
2016-11-27,Arsenal,Bournemouth,3,1,H,1.36,5.39,9.23,2016
2016-11-28,Southampton,Everton,1,0,H,2.14,3.36,3.74,2016
2016-11-28,Manchester Utd,West Ham,1,1,D,1.36,5.41,9.01,2016
2016-12-03,Manchester City,Chelsea,1,3,A,2.15,3.46,3.59,2016
2016-12-04,West Brom,Watford,3,1,H,2.1,3.3,3.95,2016
2016-12-04,Tottenham,Swansea,5,0,H,1.35,5.52,8.93,2016
2016-12-04,Sunderland,Leicester,2,1,H,3.4,3.4,2.25,2016
2016-12-04,Stoke,Burnley,2,0,H,1.61,3.97,6.34,2016
2016-12-04,Crystal Palace,Southampton,3,0,H,3.69,3.35,2.15,2016
2016-12-04,West Ham,Arsenal,1,5,A,5.51,4.28,1.62,2016
2016-12-04,Bournemouth,Liverpool,4,3,H,4.92,4.03,1.72,2016
2016-12-05,Everton,Manchester Utd,1,1,D,4.15,3.53,1.98,2016
2016-12-06,Middlesbrough,Hull,1,0,H,1.9,3.38,4.77,2016
2016-12-10,Watford,Everton,3,2,H,3.28,3.32,2.36,2016
2016-12-11,Swansea,Sunderland,3,0,H,2.11,3.55,3.63,2016
2016-12-11,Hull,Crystal Palace,3,3,D,3.27,3.26,2.38,2016
2016-12-11,Burnley,Bournemouth,3,2,H,3.33,3.19,2.39,2016
2016-12-11,Arsenal,Stoke,3,1,H,1.31,5.88,10.08,2016
2016-12-11,Leicester,Manchester City,4,2,H,4.86,4.03,1.73,2016
2016-12-11,Chelsea,West Brom,1,0,H,1.27,6.14,12.71,2016
2016-12-11,Southampton,Middlesbrough,1,0,H,1.62,3.74,6.78,2016
2016-12-11,Manchester Utd,Tottenham,1,0,H,2.17,3.35,3.66,2016
2016-12-12,Liverpool,West Ham,2,2,D,1.29,6.16,10.32,2016
2016-12-14,Everton,Arsenal,2,1,H,4.11,3.75,1.91,2016
2016-12-14,Bournemouth,Leicester,1,0,H,2.26,3.43,3.34,2016
2016-12-15,West Ham,Burnley,1,0,H,1.68,3.9,5.52,2016
2016-12-15,Sunderland,Chelsea,0,1,A,7.21,4.54,1.49,2016
2016-12-15,Middlesbrough,Liverpool,0,3,A,5.35,3.87,1.7,2016
2016-12-15,West Brom,Swansea,3,1,H,2.04,3.39,4.03,2016
2016-12-15,Tottenham,Hull,3,0,H,1.23,6.7,13.82,2016
2016-12-15,Stoke,Southampton,0,0,D,3.26,3.24,2.4,2016
2016-12-15,Manchester City,Watford,2,0,H,1.28,6.4,11.02,2016
2016-12-15,Crystal Palace,Manchester Utd,1,2,A,5.36,3.86,1.7,2016
2016-12-17,Crystal Palace,Chelsea,0,1,A,6.62,4.33,1.53,2016
